CNN,Street_Name,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
4698000,Del Sur Ave,100,Juanita Way,Chaves Ave,2016-06-08T11:18:33.000,Treatment,Yes,Residential
27864000,38th Ave: Fulton St Intersection,100,FULTON ST,Intersection,2017-04-19T16:51:52.000,Treatment,No,
27968000,47th Ave: Fulton St Intersection,100,FULTON ST,Intersection,2017-04-19T16:55:50.000,Treatment,No,
6045202,Geary Blvd,66,Lyon St,Presidio Ave,2019-08-08T17:03:00.000,Survey,Yes,Arterial
151000,03rd Ave,82,Lake St,California St,2019-08-07T16:47:57.000,Survey,Yes,Residential
27874000,41st Ave: Fulton St Intersection,100,FULTON ST,Intersection,2017-04-19T16:51:52.000,Treatment,No,
2920000,Bennington St,77,Bocana St \ Eugenia Ave,Cortland Ave,2019-09-20T16:53:43.000,Survey,Yes,Residential
4416000,Cortland Ave,65,Mission St,Coleridge St,2019-09-12T16:58:11.000,Survey,Yes,Arterial
27521000,26th Ave: Fulton St Intersection,100,FULTON ST,Intersection,2017-04-19T16:51:00.000,Treatment,No,
11716000,Scott St,85,Chestnut St,Alhambra St \ Francisco St,2019-08-08T17:18:53.000,Survey,Yes,Residential
20910000,Boylston St: Hale St Intersection,100,HALE ST,Intersection,2017-04-20T10:52:19.000,Treatment,No,
2177201,Alemany Blvd,89,Lawrence Ave,De Wolf St,2019-08-21T16:51:50.000,Survey,Yes,Arterial
20925000,Bowdoin St: Hale St Intersection,100,HALE ST,Intersection,2017-04-20T10:51:07.000,Treatment,No,
1427000,25th St,81,Florida St,Alabama St,2019-10-25T16:50:11.000,Survey,Yes,Residential
8944000,Melba Ave,68,Ocean Ave,Eucalyptus Dr,2019-10-04T16:20:18.000,Survey,Yes,Residential
27961000,Irving St: La Playa Intersection,100,LA PLAYA,Intersection,2017-04-21T08:19:11.000,Treatment,No,
2485201,Cesar Chavez St,87,Harrison St,Folsom St,2019-09-20T16:57:17.000,Survey,Yes,Arterial
1914000,41st Ave,82,Lawton St,Moraga St,2019-10-17T16:07:50.000,Survey,Yes,Residential
27437000,28th Ave: Irving St Intersection,100,IRVING ST,Intersection,2017-04-21T08:15:55.000,Treatment,No,
27736000,36th Ave: Irving St Intersection,100,IRVING ST,Intersection,2017-04-21T08:16:41.000,Treatment,No,
10517000,Plymouth Ave,89,Minerva St,Montana St,2019-08-29T17:15:17.000,Survey,Yes,Collector
7990101,Laguna Honda Blvd,79,Plaza St,Dewey Blvd,2019-09-18T16:17:56.000,Survey,Yes,Arterial
13546000,Webster St,100,Sacramento St,Clay St,2018-07-30T08:31:25.000,Treatment,Yes,Residential
11438103,San Jose Ave,95,Brook St,Randall St,2019-09-25T17:17:50.000,Survey,Yes,Arterial
7607000,Joost Ave,85,Acadia St,Baden St,2019-10-03T16:14:21.000,Survey,Yes,Residential
9228000,Molimo Dr,95,Dorcas Way,Bella Vista Way,2019-10-04T16:20:43.000,Survey,Yes,Residential
1809000,36th Ave,97,Ortega St,Pacheco St,2019-10-07T16:07:09.000,Survey,Yes,Residential
9682000,Noriega St,82,47th Ave,48th Ave,2019-09-23T16:22:30.000,Survey,Yes,Collector
6046101,Geary Blvd,31,Presidio Ave,Masonic Ave,2019-08-08T17:03:01.000,Survey,Yes,Arterial
23253000,28th Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,2017-05-01T11:26:52.000,Treatment,No,
6506000,Greenwich St,90,Southard Pl,Hyde St,2018-10-23T10:22:52.000,Survey,Yes,Residential
11345000,San Benito Way,51,Upland Dr,Ocean Ave,2019-10-11T16:27:04.000,Survey,Yes,Residential
10375000,Persia Ave,100,Dublin St,Mansell St \ Sunnydale Ave,2015-10-06T14:09:14.000,Treatment,No,
1656000,30th Ave,95,Pacheco St,Quintara St,2019-10-18T16:06:09.000,Survey,Yes,Residential
4411000,Corona St,100,Urbano Dr,Urbano Dr,2018-07-03T08:27:59.000,Treatment,Yes,Residential
8223000,Lawton St,87,42nd Ave,43rd Ave,2019-09-23T16:18:53.000,Survey,Yes,Collector
9393000,Morse St,69,Concord St,Florentine Ave,2019-10-14T17:11:42.000,Survey,Yes,Residential
6400000,Grant Ave,95,Broadway,Columbus Ave,2017-10-19T12:15:55.000,Survey,Yes,Residential
11589000,Santa Rosa Ave,85,Mission St,Alemany Blvd,2019-10-14T17:18:25.000,Survey,Yes,Residential
11598000,Santa Ynez Ave,56,Capistrano Ave,Otsego Ave,2019-10-14T17:18:29.000,Survey,Yes,Residential
2799201,Bay Shore Blvd,65,Cesar Chavez St,Bay Shore Blvd On Ramp \ Hwy 101 S Off Ramp,2019-09-25T16:53:36.000,Survey,Yes,Arterial
23663000,19th St: Mississippi St Intersection,100,MISSISSIPPI ST,Intersection,2017-06-01T16:17:30.000,Treatment,No,
22042000,26th St: Diamond St Intersection,100,DIAMOND ST,Intersection,2017-06-01T16:18:53.000,Treatment,No,
7413000,Jackson St,54,Walnut St,Laurel St,2019-08-08T17:06:53.000,Survey,Yes,Collector
22025000,CESAR CHAVEZ ST,100,DIAMOND ST,Intersection,2017-06-01T16:18:53.000,Treatment,No,
4403000,Cordova St,95,Chicago Way,Baltimore Way,2019-08-26T16:58:11.000,Survey,Yes,Residential
23694000,25th St: Rhode Island St Intersection,100,RHODE ISLAND ST,Intersection,2017-06-01T16:17:30.000,Treatment,No,
6997201,Holloway Ave,65,Varela Ave,Unnamed 107,2019-10-04T16:14:08.000,Survey,Yes,Collector
3985000,Chestnut St,64,Richardson Ave,Baker St,2018-10-06T10:14:53.000,Survey,Yes,Residential
9832101,Ocean Ave,71,Keystone Way,Ingleside Path,2019-10-02T16:23:09.000,Survey,Yes,Arterial
22588000,De Montfort Ave: Miramar Ave Intersection,100,MIRAMAR AVE,Intersection,2017-06-07T16:30:08.000,Treatment,No,
9369000,Moraga St,84,43rd Ave,44th Ave,2019-09-19T16:21:52.000,Survey,Yes,Residential
32930000,Twin Peaks Blvd: End Intersection,100,END,Intersection,2017-06-08T09:34:05.000,Treatment,No,
23049000,Bucareli Dr: Gonzalez Dr Intersection,100,GONZALEZ DR,Intersection,2017-06-08T09:07:40.000,Treatment,No,
10054000,Otsego Ave,95,Onondaga Ave,Oneida Ave,2018-06-06T13:44:46.000,Treatment,Yes,Residential
4145000,Clearfield Dr,85,Morningside Dr,Ocean Ave,2019-10-03T16:10:39.000,Survey,Yes,Residential
2984000,Blanche St,13,End,23rd St,2018-08-24T13:26:38.000,Survey,Yes,Residential
3445000,Bush St,85,Van Ness Ave,Franklin St,2019-08-20T16:55:44.000,Survey,Yes,Arterial
23020000,Cardenas Ave: Gonzalez Dr Intersection,100,GONZALEZ DR,Intersection,2017-06-08T09:02:15.000,Treatment,No,
23019000,Diaz Ave: Gonzalez Dr Intersection,100,GONZALEZ DR,Intersection,2017-06-08T08:56:43.000,Treatment,No,
4424000,Cortland Ave,69,Bennington St,Wool St,2019-09-12T16:58:17.000,Survey,Yes,Arterial
7143000,Hyde St,59,Filbert St,Greenwich St,2019-10-15T17:06:25.000,Survey,Yes,Collector
6753000,Harrison St,67,20th St,21st St,2019-09-06T17:05:21.000,Survey,Yes,Collector
22531000,Belle Ave: Chester Ave Intersection,100,CHESTER AVE,Intersection,2017-06-08T08:45:46.000,Treatment,No,
8053101,Lake Merced Blvd,54,Lake Merced Hill,Unnamed 129,2019-10-01T16:18:24.000,Survey,Yes,Arterial
32928000,Twin Peaks Blvd: End Intersection,100,END,Intersection,2017-06-08T09:34:05.000,Treatment,No,
1892000,40th Ave,29,Kirkham St,Lawton St,2019-10-17T16:07:40.000,Survey,Yes,Residential
3243101,Brotherhood Way,54,Church Access Rd,Lake Merced Blvd,2019-10-04T16:09:56.000,Survey,Yes,Arterial
26223000,Christmas Tree Point Rd: Twin Peaks Blvd Intersection,100,TWIN PEAKS BLVD,Intersection,2017-06-08T09:34:05.000,Treatment,No,
23018000,Castelo Ave: Gonzalez Dr Intersection,100,GONZALEZ DR,Intersection,2017-06-08T08:56:43.000,Treatment,No,
8580000,Lyon St,87,Greenwich St,Lombard St,2019-08-20T17:09:06.000,Survey,Yes,Collector
11670000,Scenic Way,51,25th Ave,26th Ave,2019-08-08T17:18:41.000,Survey,Yes,Residential
6658000,Hampshire St,33,25th St,26th St,2019-09-06T17:05:02.000,Survey,Yes,Residential
7410000,Jackson St,84,Baker St,Lyon St,2019-08-08T17:06:51.000,Survey,Yes,Collector
20912000,Bowdoin St: Felton St Intersection,100,FELTON ST,Intersection,2017-06-12T12:13:35.000,Treatment,No,
5742000,Fowler Ave,51,Juanita Way,Teresita Blvd,2019-10-08T16:13:00.000,Survey,Yes,Arterial
9408000,Moulton St,83,Webster St,Fillmore St,2019-08-20T17:11:48.000,Survey,Yes,Residential
21354000,27th St: Guerrero St Intersection,100,GUERRERO ST,Intersection,2017-06-20T14:35:50.000,Treatment,No,
54168000,Bryant St: End Intersection,100,END,Intersection,2017-06-12T12:12:05.000,Treatment,No,
21351000,28th St: Guerrero St \ San Jose Ave Intersection,100,GUERRERO ST \ SAN JOSE AVE,Intersection,2017-06-20T14:45:45.000,Treatment,No,
12026000,South Van Ness Ave,83,19th St,20th St,2019-09-12T17:20:25.000,Survey,Yes,Arterial
12829000,Underwood Ave,100,Keith St,Lane St,2018-07-05T13:18:50.000,Treatment,Yes,Residential
11127000,Rolph St,89,Prague St,South Hill Blvd \ Winding Way,2019-08-29T17:16:56.000,Survey,Yes,Residential
9262000,Montcalm St,60,Franconia St,Peralta Ave,2019-09-20T17:11:29.000,Survey,Yes,Residential
20915000,Bowdoin St: Silliman St Intersection,100,SILLIMAN ST,Intersection,2017-06-12T12:13:35.000,Treatment,No,
20913000,Bowdoin St: Burrows St Intersection,100,BURROWS ST,Intersection,2017-06-12T12:13:35.000,Treatment,No,
11372000,San Bruno Ave,52,Hale St,Silver Ave,2019-10-09T17:17:34.000,Survey,Yes,Residential
2270000,Anderson St,90,Cortland Ave,Jarboe Ave,2019-09-20T16:52:08.000,Survey,Yes,Residential
2008000,45th Ave,31,Rivera St,Santiago St,2019-09-19T16:08:30.000,Survey,Yes,Residential
21728000,Italy Ave: Lisbon St Intersection,100,LISBON ST,Intersection,2017-06-12T14:39:24.000,Treatment,No,
10015000,Ortega St,61,27th Ave,28th Ave,2019-10-16T16:24:09.000,Survey,Yes,Residential
11634000,Santiago St,78,42nd Ave,43rd Ave,2019-09-20T16:27:47.000,Survey,Yes,Residential
24012000,19th St: Bryant St Intersection,100,BRYANT ST,Intersection,2017-06-12T12:10:53.000,Treatment,No,
24014000,18th St: Bryant St Intersection,100,BRYANT ST,Intersection,2017-06-12T12:10:53.000,Treatment,No,
2178101,Alemany Blvd,95,Sickles Ave,I-280 N On Ramp \ Regent St \ San Jose Ave,2019-08-21T16:51:51.000,Survey,Yes,Arterial
21349000,29th St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-20T16:39:33.000,Treatment,No,
21837000,Dolores St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:11:00.000,Treatment,No,
33393000,I-280 S On Ramp: San Jose Av Off Ramp \ San Jose Ave Intersection,100,SAN JOSE AV OFF RAMP \ SAN JOSE AVE,Intersection,2017-06-21T10:44:50.000,Treatment,No,
6148204,Geneva Ave,71,Stoneridge Ln,Brookdale Ave,2019-08-27T17:05:42.000,Survey,Yes,Arterial
33699000,Dolores St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:09:49.000,Treatment,No,
8693202,Marietta Dr,95,El Sereno Ct,Molimo Dr \ Teresita Blvd,2019-10-03T16:20:09.000,Survey,Yes,Residential
21865000,Saint Marys Ave: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:36:25.000,Treatment,No,
21891000,Day St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:07:09.000,Treatment,No,
4330000,Congdon St,90,Ney St,Maynard St,2019-10-14T16:58:05.000,Survey,Yes,Collector
7878000,Kirkham St,48,38th Ave,39th Ave,2019-10-17T16:17:44.000,Survey,Yes,Residential
33371000,San Jose Av Off Ramp: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:44:50.000,Treatment,No,
2030000,46th Ave,61,Rivera St,Santiago St,2019-09-25T16:08:39.000,Survey,Yes,Collector
21862000,Rousseau St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:36:25.000,Treatment,No,
21328000,Kingston St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:27:51.000,Treatment,No,
6144101,Geneva Ave,45,Naples St,Vienna St,2019-08-27T17:03:38.000,Survey,Yes,Arterial
9855000,Ocean Ave,94,23rd Ave,24th Ave,2019-09-20T16:23:40.000,Survey,Yes,Collector
5712000,Folsom St,82,Jarboe Ave,Tompkins Ave,2019-09-20T17:01:56.000,Survey,Yes,Residential
13273000,Vicente St,78,46th Ave,47th Ave,2019-09-20T16:30:48.000,Survey,Yes,Residential
21840000,Brook St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:05:02.000,Treatment,No,
5102000,Edna St,87,Monterey Blvd,Joost Ave,2019-10-03T16:11:50.000,Survey,Yes,Residential
21348000,San Jose Ave: Valley St Intersection,100,VALLEY ST,Intersection,2017-06-21T10:18:42.000,Treatment,No,
21838000,Randall St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:36:25.000,Treatment,No,
33394000,I-280 N Off Ramp: San Jose Av On Ramp \ San Jose Ave Intersection,100,SAN JOSE AV ON RAMP \ SAN JOSE AVE,Intersection,2017-06-21T10:44:50.000,Treatment,No,
11258000,Sacramento St,81,Steiner St,Pierce St,2019-08-08T17:17:13.000,Survey,Yes,Residential
21863000,Milton St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:36:25.000,Treatment,No,
1862000,38th Ave,44,Vicente St,Wawona St,2019-09-21T16:07:28.000,Survey,Yes,Residential
21890000,30th St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,2017-06-21T10:06:01.000,Treatment,No,
3240104,Brotherhood Way,74,Junipero Serra Blvd On Ramp,Chumasero Dr \ Thomas More Way,2019-10-04T16:09:51.000,Survey,Yes,Arterial
11439104,San Jose Ave,100,Rousseau St,I-280 N Off Ramp \ San Jose Av On Ramp,2017-06-22T09:36:28.000,Treatment,No,
11439103,San Jose Ave,100,Milton St,Rousseau St,2017-06-22T09:36:28.000,Treatment,No,
8931000,Mclaren Ave,93,28th Ave,29th Ave,2019-08-08T17:10:02.000,Survey,Yes,Residential
10780000,Princeton St,93,Felton St,End,2019-10-09T17:16:11.000,Survey,Yes,Residential
1732000,33rd Ave,76,Noriega St,Ortega St,2019-10-16T16:06:37.000,Survey,Yes,Residential
12507000,Teresita Blvd,100,Gaviota Way,Arroyo Way,2016-06-07T14:31:19.000,Treatment,Yes,Arterial
12798000,Ulloa St,32,21st Ave,22nd Ave,2019-09-22T16:29:57.000,Survey,Yes,Residential
2029000,46th Ave,54,Quintara St,Rivera St,2019-09-25T16:08:38.000,Survey,Yes,Collector
878000,18th St,79,Mission St,San Carlos St,2019-08-30T16:48:50.000,Survey,Yes,Collector
5287000,Eucalyptus Dr,85,Westmoorland Dr,Clearfield Dr,2019-10-03T16:12:14.000,Survey,Yes,Residential
10248000,Paraiso Pl,85,Crestlake Dr,Sloat Blvd,2019-09-21T16:24:56.000,Survey,Yes,Residential
6148203,Geneva Ave,71,Linda Vista Stps,Stoneridge Ln,2019-08-27T17:05:37.000,Survey,Yes,Arterial
3313000,Bryant St,50,23rd St,24th St,2019-08-30T16:55:19.000,Survey,Yes,Collector
5279000,Eucalyptus Dr,85,Forest View Dr,Meadowbrook Dr,2019-10-03T16:12:08.000,Survey,Yes,Residential
13061000,Valencia St,79,17th St,Clarion Aly,2019-09-25T17:22:10.000,Survey,Yes,Arterial
11264000,Sacramento St,83,Lyon St,Presidio Ave,2019-08-08T17:17:17.000,Survey,Yes,Residential
9019000,Middlefield Dr,58,Gellert Dr,Lake Merced Blvd,2019-10-04T16:20:31.000,Survey,Yes,Residential
7637000,Juanita Way,57,Rex Ave,Marne Ave,2019-10-16T16:14:37.000,Survey,Yes,Residential
12881000,University St,69,Silliman St,Felton St,2019-10-09T17:22:01.000,Survey,Yes,Collector
9587000,Newton St,95,Brunswick St,Naples St,2019-10-14T16:47:23.000,Survey,Yes,Residential
8667201,Mansell St,52,Brussels St,Goettingen St,2019-10-03T17:09:30.000,Survey,Yes,Arterial
33469000,BROTHERHOOD WAY,100,JUNIPERO SERRA BLVD ON RAMP,Intersection,2000-11-18T00:00:00.000,Treatment,No,
33477000,BROTHERHOOD WAY,100,JUNIPERO SERRA BLVD OFF RAMP,Intersection,2000-11-18T00:00:00.000,Treatment,No,
33475000,BROTHERHOOD WAY,100,JUNIPERO SERRA BLVD ON RAMP,Intersection,2000-11-18T00:00:00.000,Treatment,No,
33474000,BROTHERHOOD WAY,100,JUNIPERO SERRA BLVD OFF RAMP,Intersection,2000-11-18T00:00:00.000,Treatment,No,
24003000,19TH ST,100,POTRERO AVE,Intersection,2017-07-10T11:41:04.000,Treatment,No,
9593000,Niagara Ave,73,Cayuga Ave,Delano Ave,2019-10-14T17:12:46.000,Survey,Yes,Residential
24001000,20th St: Potrero Ave Intersection,100,POTRERO AVE,Intersection,2017-07-10T11:39:45.000,Treatment,No,
24004000,18th St: Potrero Ave Intersection,100,POTRERO AVE,Intersection,2017-07-10T11:41:27.000,Treatment,No,
6759001,Harrison St,66,26th St,Kamille Ct,2019-09-06T17:07:06.000,Survey,Yes,Collector
24192000,10th St: Bryant St \ Hwy 101 S On Ramp Intersection,100,BRYANT ST \ HWY 101 S ON RAMP,Intersection,2014-12-29T09:49:54.000,Treatment,No,
798000,17th St,83,Hoff St,Valencia St,2019-08-30T16:48:42.000,Survey,Yes,Collector
24020000,17th St: Potrero Ave Intersection,100,POTRERO AVE,Intersection,2017-07-10T11:41:39.000,Treatment,No,
24019000,Mariposa St: Potrero Ave Intersection,100,POTRERO AVE,Intersection,2017-07-10T11:50:45.000,Treatment,No,
24198000,09th St: Bryant St \ Hwy 101 N Off Ramp Intersection,100,BRYANT ST \ HWY 101 N OFF RAMP,Intersection,2016-06-17T09:58:59.000,Treatment,No,
24199000,08th St: Bryant St Intersection,100,BRYANT ST,Intersection,2016-01-11T13:44:16.000,Treatment,No,
23053000,Arellano Ave: Serrano Dr Intersection,100,SERRANO DR,Intersection,2017-07-26T15:14:48.000,Treatment,No,
12276201,Sunset Blvd,67,Judah St,Kirkham St,2019-09-30T16:28:35.000,Survey,Yes,Arterial
9466000,Myra Way,80,Molimo Dr,Avoca Aly,2019-10-03T16:22:01.000,Survey,Yes,Residential
23042000,Cardenas Ave: Serrano Dr Intersection,100,SERRANO DR,Intersection,2017-07-26T15:16:46.000,Treatment,No,
12524000,Terra Vista Ave,77,Sonora Ln,Encanto Ave,2019-10-25T17:21:14.000,Survey,Yes,Residential
23052000,Fuente Ave: Serrano Dr Intersection,100,SERRANO DR,Intersection,2017-07-26T15:18:03.000,Treatment,No,
11950204,Sloat Blvd,53,Avon Way,19th Ave,2019-09-19T16:02:29.000,Survey,Yes,Arterial
10066000,Oxford St,81,Pioche St,Silliman St,2019-10-03T17:13:57.000,Survey,Yes,Residential
23095000,Font Blvd: Serrano Dr Intersection,100,SERRANO DR,Intersection,2017-07-26T15:21:03.000,Treatment,No,
24348000,12th St: Kissling St Intersection,100,KISSLING ST,Intersection,2017-08-02T11:14:36.000,Treatment,No,
24350000,11th St: Kissling St Intersection,100,KISSLING ST,Intersection,2017-08-02T11:14:36.000,Treatment,No,
1859000,38th Ave,56,Santiago St,Taraval St,2019-10-18T16:07:27.000,Survey,Yes,Residential
9813201,Ocean Ave,76,Delano Ave,San Jose Ave,2019-08-28T17:13:13.000,Survey,Yes,Arterial
2743000,Bartlett St,75,22nd St,23rd St,2019-09-06T16:53:22.000,Survey,Yes,Residential
21660000,Naples St: Peru Ave Intersection,100,PERU AVE,Intersection,2017-08-09T15:42:30.000,Treatment,No,
21729000,France Ave: Lisbon St Intersection,100,LISBON ST,Intersection,2015-08-21T11:06:41.000,Treatment,No,
12152000,Steiner St,85,Pixley St,Greenwich St,2019-08-30T17:20:49.000,Survey,Yes,Residential
1592000,28th Ave,87,Quintara St,Rivera St,2019-09-23T16:05:55.000,Survey,Yes,Arterial
21734000,France Ave: London St Intersection,100,LONDON ST,Intersection,2015-08-21T11:06:41.000,Treatment,No,
21409000,Italy Ave: Vienna St Intersection,100,VIENNA ST,Intersection,2017-08-09T15:18:34.000,Treatment,No,
21410000,France Ave: Vienna St Intersection,100,VIENNA ST,Intersection,2017-08-09T15:18:34.000,Treatment,No,
12019102,South Van Ness Ave,37,Erie St,14th St,2019-09-12T17:20:20.000,Survey,Yes,Arterial
9656000,Noriega St,87,22nd Ave,23rd Ave,2019-09-23T16:22:13.000,Survey,Yes,Arterial
7406000,Jackson St,74,Pierce St,Scott St,2019-08-08T17:06:48.000,Survey,Yes,Collector
6972000,Holloway Ave,95,Jules Ave,Ashton Ave,2019-10-14T17:05:48.000,Survey,Yes,Collector
8617000,Magellan Ave,95,Plaza St,Sola Ave,2019-09-22T16:19:51.000,Survey,Yes,Residential
1947000,42nd Ave,76,Wawona St,Sloat Blvd,2019-09-20T16:08:06.000,Survey,Yes,Residential
1649000,30th Ave,61,Irving St,Judah St,2019-10-18T16:06:06.000,Survey,Yes,Residential
9435000,Mount Vernon Ave,65,Howth St,Williar Ave,2019-08-28T17:12:04.000,Survey,Yes,Residential
6346000,Gough St,85,Green St,Union St,2019-08-20T17:04:13.000,Survey,Yes,Arterial
5726000,Foote Ave,82,Huron Ave,Alemany Blvd,2019-08-27T17:02:00.000,Survey,Yes,Residential
10352000,Peralta Ave,25,Cortland Ave,End,2019-09-25T17:14:37.000,Survey,Yes,Residential
11964202,Sloat Blvd,59,Great Hwy,Great Hwy,2019-09-29T16:28:10.000,Survey,Yes,Arterial
6154000,Gennessee St,68,Judson Ave,Staples Ave,2019-10-15T16:13:21.000,Survey,Yes,Residential
5992000,Gambier St,89,Felton St,Burrows St,2019-10-02T17:02:40.000,Survey,Yes,Residential
22609000,Faxon Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,2017-09-07T07:35:07.000,Treatment,No,
22613000,Ashton Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,2017-09-07T07:31:57.000,Treatment,No,
22219000,Harold Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,2017-09-07T07:45:35.000,Treatment,No,
7013000,Holyoke St,81,Wayland St,Woolsey St,2019-10-03T17:06:13.000,Survey,Yes,Collector
13397000,Warren Dr,43,Ashwood Ln,Blairwood Ln,2019-09-17T16:30:59.000,Survey,Yes,Collector
22590000,Capitol Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,2017-09-07T07:36:50.000,Treatment,No,
11284000,Sagamore St,93,Orizaba Ave,Alemany Blvd \ Brotherhood Way,2019-08-29T16:47:30.000,Survey,Yes,Arterial
11962202,Sloat Blvd,87,44th Ave,45th Ave,2019-09-29T16:28:05.000,Survey,Yes,Arterial
22612000,Holloway Ave: Jules Ave Intersection,100,JULES AVE,Intersection,2017-09-07T07:33:24.000,Treatment,No,
22584000,Granada Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,2017-09-07T07:40:43.000,Treatment,No,
22220000,Holloway Ave: Lee Ave Intersection,100,LEE AVE,Intersection,2017-09-07T07:44:38.000,Treatment,No,
22221000,Brighton Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,2017-09-07T07:43:46.000,Treatment,No,
3674000,Capp St,78,17th St,18th St,2019-08-30T16:56:36.000,Survey,Yes,Residential
4599000,Dartmouth St,67,Woolsey St,Dwight St,2019-10-02T16:58:58.000,Survey,Yes,Residential
9359000,Moraga St,79,34th Ave,35th Ave,2019-10-18T16:21:46.000,Survey,Yes,Residential
11501000,San Pablo Ave,60,End,Santa Monica Way,2019-10-18T16:27:16.000,Survey,Yes,Residential
6760000,Harrison St,88,Cesar Chavez St,Precita Ave,2019-09-06T17:05:25.000,Survey,Yes,Residential
22589000,Holloway Ave: Miramar Ave Intersection,100,MIRAMAR AVE,Intersection,2017-09-07T07:38:19.000,Treatment,No,
1555000,27th Ave,85,Lawton St,Moraga St,2019-09-19T16:05:44.000,Survey,Yes,Residential
729000,16th St,69,Julian Ave,Rondel Pl,2019-08-30T16:48:32.000,Survey,Yes,Arterial
11069000,Rivera St,85,36th Ave,Sunset Blvd,2019-10-07T16:26:25.000,Survey,Yes,Residential
3012000,Bonview St,100,Coso Ave \ Stoneman St,End,2018-03-14T16:42:20.000,Treatment,Yes,Residential
11442000,San Jose Ave,81,Capistrano Ave,Standish Ave,2019-08-29T17:17:54.000,Survey,Yes,Arterial
21497000,Brunswick St: Lowell St Intersection,100,LOWELL ST,Intersection,2017-09-26T07:46:28.000,Treatment,No,
27547000,25th Ave: Anza St Intersection,100,ANZA ST,Intersection,2017-09-26T07:46:28.000,Treatment,No,
10080202,Pacheco St,71,Alton Ave \ Unnamed 033,Alton Ave,2019-09-22T16:24:24.000,Survey,Yes,Residential
10712000,Powhattan Ave,73,Anderson St,Ellsworth St,2019-09-25T17:15:39.000,Survey,Yes,Collector
2564000,Avalon Ave,95,Moscow St,La Grande Ave,2019-08-21T16:52:48.000,Survey,Yes,Residential
21491000,Byron Ct: Lowell St Intersection,100,LOWELL ST,Intersection,2017-09-26T07:46:28.000,Treatment,No,
13601000,Whipple Ave,89,Rae Ave,Huron Ave,2019-09-03T17:23:31.000,Survey,Yes,Residential
21719000,Lisbon St: Persia Ave Intersection,100,PERSIA AVE,Intersection,2017-09-26T07:25:07.000,Treatment,No,
10790000,Prospect Ave,61,Kingston St,Cortland Ave,2019-09-12T17:16:18.000,Survey,Yes,Residential
8941000,Meadowbrook Dr,83,Ocean Ave,Eucalyptus Dr,2019-10-04T16:20:17.000,Survey,Yes,Residential
33417000,Ashton Ave: Legion Ct Intersection,100,LEGION CT,Intersection,2017-10-02T08:00:45.000,Treatment,No,
1371000,25th Ave,83,Scenic Way,El Camino Del Mar,2019-08-07T16:50:07.000,Survey,Yes,Residential
22618000,Ashton Ave: De Montfort Ave Intersection,100,DE MONTFORT AVE,Intersection,2017-10-02T07:56:12.000,Treatment,No,
9843101,Ocean Ave,81,Santa Ana Ave,San Leandro Way,2019-10-02T16:23:29.000,Survey,Yes,Arterial
22665000,Ashton Ave: Pico Ave Intersection,100,PICO AVE,Intersection,2017-10-02T08:00:45.000,Treatment,No,
22619000,Ashton Ave: Head St Intersection,100,HEAD ST,Intersection,2017-10-02T07:56:12.000,Treatment,No,
552000,14th Ave,85,Park Blvd,Lake St,2019-08-07T16:48:05.000,Survey,Yes,Residential
10733000,Prague St,95,South Hill Blvd,Rolph St,2019-08-29T17:15:46.000,Survey,Yes,Residential
9276101,Monterey Blvd,75,Edna St,Edna St,2019-10-08T16:20:59.000,Survey,Yes,Arterial
5828000,Franklin St,85,Clay St,Washington St,2019-08-20T17:02:27.000,Survey,Yes,Arterial
9493000,Naples St,94,Russia Ave,France Ave,2019-08-28T17:12:25.000,Survey,Yes,Collector
13769000,York St,63,20th St,21st St,2019-09-12T17:23:57.000,Survey,Yes,Residential
6693000,Harold Ave,42,End,Grafton Ave,2019-08-27T17:05:09.000,Survey,Yes,Residential
4656000,De Montfort Ave,88,Miramar Ave,Capitol Ave,2019-10-11T16:11:20.000,Survey,Yes,Residential
